,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowK,SlowD,RSI,Chaikin A/D,OBV,Aroon Up,Aroon Down
2014-04-23,74.8246,79.7796,79.24,533014.0,78.6314,80.2815,81.9316,79.8399,32.6242,43.9682,49.3532,298416463.1587,-7353669.0,71.4286,50.0
2014-04-24,74.3543,79.52,78.6,1144804.0,78.583,80.268,81.953,79.7656,27.2784,32.8892,47.1086,298416463.1587,-8498473.0,64.2857,42.8571
2014-04-25,73.2446,78.8,77.75,908404.0,78.2273,80.1865,82.1457,79.5861,18.1951,26.0326,42.2275,297732997.2921,-9406877.0,57.1429,100.0
2014-04-28,73.6396,78.6,77.81,1153372.0,77.96,80.079,82.198,79.4636,18.7084,21.394,44.4344,298010390.5579,-8253505.0,50.0,92.8571
2014-04-29,74.7305,79.79,79.04,761470.0,77.93,79.9865,82.043,79.4632,37.1553,24.6863,50.1035,298101766.9579,-7492035.0,42.8571,85.7143
2014-04-30,76.1694,81.03,80.22,1104055.0,78.0011,79.9475,81.8939,79.6086,68.3206,41.3948,56.4193,299096779.4888,-6387980.0,35.7143,78.5714
2014-05-01,75.8309,81.164,80.53,492713.0,78.0156,79.9295,81.8434,79.7059,88.9875,64.8211,54.6659,298759496.4572,-6880693.0,28.5714,71.4286
2014-05-02,75.2478,80.43,79.29,864134.0,78.0165,79.891,81.7655,79.7349,82.9108,80.073,51.6868,298986900.1414,-7744827.0,21.4286,64.2857
2014-05-05,73.8277,78.84,77.87,846503.0,77.8473,79.787,81.7267,79.6173,56.3592,76.0858,45.2227,299239978.3579,-8591330.0,14.2857,57.1429
2014-05-06,73.3574,78.97,77.94,1215941.0,77.6256,79.7135,81.8014,79.4632,29.5552,56.275,43.2921,298165700.387,-9807271.0,7.1429,50.0
2014-05-07,73.6019,78.69,77.89,866014.0,77.4536,79.6035,81.7534,79.3486,11.6373,32.5172,44.6162,298100749.337,-8941257.0,0.0,42.8571
2014-05-08,71.815,77.24,76.16,1993488.0,76.9425,79.3495,81.7565,79.064,6.8234,16.0053,37.6903,296845590.2259,-10934745.0,64.2857,100.0
2014-05-09,71.1473,75.98,75.135,1613551.0,76.2607,79.125,81.9893,78.7389,9.9842,9.4816,35.4742,297198852.8709,-12548296.0,57.1429,100.0
2014-05-12,72.2194,77.02,76.57,854861.0,76.001,79.035,82.069,78.5533,20.4226,12.4101,41.429,297179855.9598,-11693435.0,50.0,92.8571
2014-05-13,71.8715,77.0,76.34,783192.0,75.6548,78.8525,82.0502,78.3501,30.9101,20.439,40.1344,296586528.6871,-12476627.0,42.8571,85.7143
2014-05-14,72.2006,77.33,76.77,1099171.0,75.4161,78.691,81.9659,78.1996,51.263,34.1986,41.9814,295487357.6871,-11377456.0,35.7143,78.5714
2014-05-15,71.2695,76.59,75.55,973505.0,75.1799,78.399,81.6181,77.9692,46.6729,42.9487,38.375,294944441.4371,-12350961.0,28.5714,71.4286
2014-05-16,71.2978,75.83,75.23,631707.0,74.8587,78.201,81.5433,77.7635,43.8305,47.2555,38.5473,295534034.6371,-11719254.0,21.4286,64.2857
2014-05-19,70.931,75.475,74.85,1658909.0,74.533,77.9685,81.404,77.5403,26.6626,39.0553,37.0954,296900975.6531,-13378163.0,14.2857,100.0
2014-05-20,70.3573,75.43,74.43,745671.0,74.1253,77.723,81.3207,77.2803,21.2355,30.5762,34.8824,296722014.6131,-14123834.0,7.1429,100.0
2014-05-21,71.0344,75.55,74.94,572000.0,73.9066,77.5215,81.1364,77.1136,29.0044,25.6342,39.4723,297256506.4163,-13551834.0,0.0,92.8571
2014-05-22,70.7199,74.65,74.2,828959.0,73.4643,77.279,81.0937,76.8371,21.5476,23.9292,34.6502,296464390.0386,-14380793.0,0.0,100.0
2014-05-23,71.063,74.65,74.12,648247.0,73.1338,77.1135,81.0932,76.6212,27.6693,26.0738,36.9138,296916939.831,-13732546.0,7.1429,100.0
2014-05-27,72.359,76.21,75.62,714223.0,73.0225,76.995,80.9675,76.5553,39.5616,29.5929,44.7058,296953256.2548,-13018323.0,0.0,92.8571
2014-05-28,72.7021,76.53,75.87,777856.0,73.0202,76.8365,80.6528,76.5301,69.371,45.534,46.5864,297165398.8002,-12240467.0,0.0,85.7143
2014-05-29,72.8832,76.62,76.19,783669.0,73.304,76.611,79.918,76.5253,90.3481,66.4269,47.5994,297438771.7072,-11456798.0,28.5714,78.5714
2014-05-30,72.9022,76.71,76.3,383441.0,73.6591,76.4045,79.1499,76.5229,92.1111,83.9434,47.7118,297429419.4877,-11073357.0,21.4286,71.4286
2014-06-02,72.2161,76.18,75.64,537221.0,73.9938,76.193,78.3922,76.4521,66.9903,83.1498,44.0483,297170757.5247,-11610578.0,14.2857,64.2857
2014-06-03,72.7593,76.47,76.0,430457.0,74.154,76.0855,78.017,76.4424,57.642,72.2478,47.4861,297381406.6949,-11180121.0,7.1429,57.1429
2014-06-04,71.8349,75.74,75.25,1367479.0,74.2142,75.9545,77.6948,76.3412,29.9794,51.5372,42.6802,296739528.797,-12547600.0,0.0,50.0
2014-06-05,72.1875,75.9,74.97,593680.0,74.4466,75.829,77.2114,76.2849,40.0289,42.5501,44.9681,297141699.1195,-11953920.0,71.4286,42.8571
2014-06-06,71.7206,75.49,74.97,1112438.0,74.393,75.774,77.155,76.1873,24.355,31.4544,42.5461,297270057.3503,-13066358.0,64.2857,35.7143
2014-06-09,71.5109,75.23,74.71,544421.0,74.3264,75.7435,77.1606,76.078,27.637,30.6736,41.4663,297416632.2349,-13610779.0,57.1429,28.5714
2014-06-10,71.5014,75.2,74.66,697065.0,74.2917,75.6555,77.0193,75.9782,22.6407,24.8776,41.4148,297674804.4572,-14307844.0,50.0,21.4286
2014-06-11,71.4061,75.03,74.74,298894.0,74.2296,75.581,76.9324,75.8784,23.4543,24.5773,40.8687,297767564.664,-14606738.0,42.8571,14.2857
2014-06-12,71.8063,75.43,75.055,882559.0,74.2715,75.51,76.7485,75.8281,44.9151,30.3367,44.1971,298273565.1574,-13724179.0,35.7143,7.1429
2014-06-13,72.3972,76.3,75.71,388362.0,74.27,75.5195,76.769,75.8416,61.5949,43.3215,48.7805,298227488.3099,-13335817.0,28.5714,0.0
2014-06-16,73.2834,77.26,76.67,676935.0,74.1906,75.574,76.9574,75.9424,83.0548,63.1883,54.7803,298078333.1404,-12658882.0,100.0,71.4286
2014-06-17,73.5312,77.34,76.96,443943.0,74.1177,75.661,77.2043,76.0584,86.3696,77.0064,56.3207,298101698.5615,-12214939.0,100.0,64.2857
2014-06-18,74.5223,78.26,77.57,425899.0,73.9835,75.8305,77.6775,76.2623,92.4529,87.2924,61.9102,298453528.1702,-11789040.0,100.0,57.1429
2014-06-19,74.6271,78.8,78.19,702527.0,73.8375,75.9695,78.1015,76.4573,91.7824,90.2016,62.4574,298027405.2358,-11086513.0,100.0,50.0
2014-06-20,74.0649,77.91,77.49,972018.0,74.0436,76.145,78.2464,76.5776,77.1887,87.1413,57.6716,298119978.3786,-12058531.0,92.8571,42.8571
2014-06-23,74.0172,77.94,77.32,528541.0,74.229,76.3,78.371,76.6816,57.3417,75.4376,57.271,298188177.2173,-12587072.0,85.7143,35.7143
2014-06-24,73.798,78.01,77.4199,319820.0,74.2545,76.3755,78.4965,76.7539,31.9969,55.5091,55.3663,297890144.65,-12906892.0,78.5714,28.5714
2014-06-25,73.5217,77.62,77.02,861053.0,74.2715,76.4185,78.5655,76.7916,17.9995,35.7794,52.9739,297402214.6166,-13767945.0,71.4286,21.4286
2014-06-26,73.0166,76.94,76.12,792346.0,74.2768,76.4255,78.5742,76.7752,13.9555,21.3173,48.8219,297576144.2264,-14560291.0,64.2857,14.2857
2014-06-27,73.293,76.94,76.53,400187.0,74.287,76.446,78.605,76.7881,25.1858,19.0469,51.0812,297917767.2752,-14160104.0,57.1429,7.1429
2014-06-30,73.3787,77.64,76.93,1023912.0,74.3578,76.507,78.6562,76.8083,38.2716,25.8043,51.7925,297095753.416,-13136192.0,50.0,0.0
2014-07-01,73.7599,77.76,76.76,864961.0,74.3772,76.5595,78.7418,76.8646,55.4695,39.6423,54.9291,297337942.496,-12271231.0,42.8571,0.0
2014-07-02,73.8552,77.7101,77.3235,638487.0,74.517,76.6655,78.814,76.9251,69.5853,54.4422,55.705,297282450.6098,-11632744.0,35.7143,0.0
2014-07-03,74.5699,78.35,77.73,361661.0,74.5796,76.7905,79.0014,77.0513,85.5669,70.2072,61.1124,297527446.7711,-11271083.0,28.5714,0.0
2014-07-07,75.2561,79.09,78.6,724631.0,74.6886,76.976,79.2634,77.234,91.1672,82.1065,65.4703,297897156.465,-10546452.0,100.0,57.1429
2014-07-08,74.265,78.38,77.78,580146.0,74.9802,77.1205,79.2608,77.3003,79.8566,85.5302,55.7516,297607083.465,-11126598.0,92.8571,50.0
2014-07-09,74.8177,78.66,78.19,676231.0,75.3015,77.2945,79.2875,77.4155,70.7437,80.5892,59.3736,297851677.6565,-10450367.0,85.7143,42.8571
2014-07-10,74.1316,77.98,77.32,512463.0,75.7579,77.4375,79.1171,77.4512,47.9783,66.1929,53.5171,298069086.2019,-10962830.0,78.5714,35.7143
2014-07-11,74.1316,77.95,77.05,571021.0,76.1757,77.5595,78.9433,77.4835,43.3316,54.0179,53.5171,298437077.513,-10962830.0,71.4286,28.5714
2014-07-14,75.3514,79.31,78.83,525730.0,76.3842,77.7145,79.0448,77.6346,50.7362,47.3487,61.3728,298437077.513,-10437100.0,100.0,21.4286
2014-07-15,74.446,78.59,77.88,679499.0,76.489,77.7755,79.062,77.6808,57.6667,50.5782,54.0692,298216958.1187,-11116599.0,92.8571,14.2857
2014-07-16,75.8946,79.81,78.23,2512099.0,76.4119,77.8995,79.3871,77.8674,76.8554,61.7528,61.8848,300188478.8529,-8604500.0,100.0,7.1429
2014-07-17,76.8857,81.47,79.77,3553000.0,76.1052,78.0235,79.9418,78.1353,74.4375,69.6532,66.1314,300439278.8529,-5051500.0,100.0,0.0
2014-07-18,77.5051,81.49,80.45,1132200.0,75.7748,78.1745,80.5742,78.4395,90.5117,80.6015,68.494,301223109.6221,-3919300.0,100.0,0.0
2014-07-21,77.4098,81.41,80.83,878918.0,75.6184,78.35,81.0816,78.7053,90.1641,85.0378,67.7114,301556492.3117,-4798218.0,92.8571,7.1429
2014-07-22,77.8958,82.0103,81.31,712199.0,75.471,78.5535,81.636,78.9943,93.7385,91.4714,69.6179,301718905.8207,-4086019.0,100.0,0.0
2014-07-23,78.4295,82.7,82.28,658152.0,75.3578,78.7965,82.2352,79.3091,90.6652,91.5226,71.6009,301123434.9635,-3427867.0,100.0,42.8571
2014-07-24,77.953,81.97,81.37,786976.0,75.4414,79.029,82.6166,79.5464,79.7326,88.0454,67.3728,301464457.8969,-4214843.0,92.8571,35.7143
2014-07-25,76.8857,81.2,80.12,919459.0,75.7549,79.232,82.7091,79.6543,56.0178,75.4719,58.9723,301498511.9339,-5134302.0,85.7143,28.5714
2014-07-28,76.6951,80.695,79.92,1233029.0,76.0645,79.4105,82.7565,79.733,33.9498,56.5668,57.5914,302047408.7145,-6367331.0,78.5714,21.4286
2014-07-29,76.5331,80.84,80.12,625168.0,76.4001,79.576,82.7519,79.7879,18.626,36.1979,56.3828,301752190.4923,-6992499.0,71.4286,14.2857
2014-07-30,76.5331,80.53,79.8,594413.0,76.6946,79.7215,82.7484,79.8376,19.225,23.9336,56.3828,301988327.1635,-6992499.0,64.2857,7.1429
2014-07-31,74.7986,79.4,78.48,876905.0,76.8609,79.771,82.6811,79.7093,12.6329,16.828,44.7283,301130485.3157,-7869404.0,57.1429,0.0
2014-08-01,73.7694,78.09,77.27,1516541.0,76.7101,79.729,82.7479,79.4903,9.2638,13.7072,39.5094,300131787.584,-9385945.0,50.0,100.0
2014-08-04,73.5026,77.27,76.32,1158800.0,76.4252,79.637,82.8488,79.2655,7.4032,9.7666,38.2629,300949046.5314,-10544745.0,42.8571,100.0
2014-08-05,73.6646,77.89,77.14,605802.0,76.3159,79.6055,82.8951,79.0783,15.0399,10.569,39.5107,300601720.0514,-9938943.0,35.7143,92.8571
2014-08-06,73.4264,77.42,76.44,1013118.0,76.0878,79.5325,82.9772,78.8852,21.6332,14.6921,38.2852,300849830.582,-10952061.0,28.5714,85.7143
2014-08-07,72.9785,77.94,76.31,606217.0,75.8682,79.472,83.0758,78.6656,20.7159,19.1297,36.0231,300444446.2078,-11558278.0,21.4286,100.0
2014-08-08,73.2644,76.9,76.15,652708.0,75.7174,79.4265,83.1356,78.4956,26.5507,22.9666,38.5201,301062343.1144,-10905570.0,14.2857,100.0
2014-08-11,73.9886,77.94,77.13,865627.0,75.5669,79.355,83.1431,78.4141,46.397,31.2212,44.4367,301286764.9292,-10039943.0,7.1429,92.8571
2014-08-12,73.4645,77.43,76.69,1043613.0,75.4228,79.3035,83.1842,78.288,58.8454,43.931,41.3364,301371382.1995,-11083556.0,0.0,85.7143
2014-08-13,73.4359,77.15,76.54,1001373.0,75.1773,79.1745,83.1717,78.171,62.1974,55.8133,41.1677,302077268.0848,-12084929.0,0.0,78.5714
2014-08-14,73.455,77.36,76.97,446695.0,74.9606,78.9945,83.0284,78.0671,51.7691,57.604,41.3396,301882554.8796,-11638234.0,0.0,71.4286
2014-08-15,72.7307,77.72,75.63,1224294.0,74.6992,78.744,82.7888,77.9007,44.2211,52.7292,36.9245,301466646.3916,-12862528.0,7.1429,100.0
2014-08-18,73.6456,77.41,76.9,488704.0,74.6226,78.5465,82.4704,77.8416,53.5909,49.8604,44.9258,301706207.1759,-12373824.0,0.0,92.8571
2014-08-19,74.284,78.06,77.71,459766.0,74.7121,78.357,82.0019,77.8519,68.0969,55.303,49.7197,301876977.4045,-11914058.0,0.0,85.7143
2014-08-20,73.7599,77.59,76.72,1038241.0,74.931,78.112,81.293,77.8089,82.42,68.036,46.1671,302461733.8298,-12952299.0,0.0,78.5714
2014-08-21,74.2936,78.061,77.24,814118.0,75.2264,77.92,80.6136,77.8233,88.0527,79.5232,50.0783,303075545.0868,-12138181.0,0.0,71.4286
2014-08-22,73.5979,77.65,77.01,655624.0,75.3583,77.7475,80.1367,77.7668,68.9054,79.7927,45.4433,302870662.5868,-12793805.0,92.8571,64.2857
2014-08-25,74.7796,78.76,78.01,908390.0,75.5784,77.647,79.7156,77.8338,73.2203,76.7261,53.3429,303076564.3201,-11885415.0,100.0,57.1429
2014-08-26,75.1036,79.09,78.63,409536.0,75.8089,77.572,79.3351,77.9267,70.6671,70.9309,55.256,302987534.7549,-11475879.0,100.0,50.0
2014-08-27,75.4657,79.25,78.88,526275.0,76.0598,77.516,78.9722,78.047,90.4305,78.106,57.3604,303343125.9711,-10949604.0,100.0,42.8571
2014-08-28,74.2173,78.13,77.58,729450.0,76.0879,77.4855,78.8831,78.0311,74.7821,78.6266,48.8337,303409439.6075,-11679054.0,92.8571,35.7143
2014-08-29,74.265,78.2,77.2302,654114.0,76.1011,77.5115,78.9219,78.0215,56.9359,74.0495,49.1445,303699332.5722,-11024940.0,85.7143,28.5714
2014-09-02,74.8463,78.65,78.122,790758.0,76.1151,77.582,79.0489,78.0709,46.1114,59.2765,52.9024,304160608.0722,-10234182.0,78.5714,21.4286
2014-09-03,74.0744,77.96,77.55,899248.0,76.1412,77.6035,79.0658,78.0384,41.4133,48.1536,47.8465,304050943.682,-11133430.0,71.4286,14.2857
2014-09-04,73.7599,77.97,77.31,957396.0,76.1774,77.621,79.0646,77.9776,33.8508,40.4585,45.921,303354655.682,-12090826.0,64.2857,7.1429
2014-09-05,74.2745,77.98,77.11,696170.0,76.3218,77.689,79.0562,77.974,30.2002,35.1548,49.5022,303986810.0498,-11394656.0,57.1429,0.0
2014-09-08,74.5699,78.63,77.913,686881.0,76.4224,77.7575,79.0926,78.0003,46.6272,36.8927,51.4883,303945616.3496,-10707775.0,50.0,14.2857
2014-09-09,73.96,77.97,77.37,599556.0,76.4203,77.756,79.0917,77.9631,53.6056,43.4777,47.348,303825705.1496,-11307331.0,42.8571,7.1429
2014-09-10,74.103,77.89,77.2735,931949.0,76.4892,77.7895,79.0898,77.9438,49.8946,50.0425,48.3954,304364618.075,-10375382.0,35.7143,0.0
2014-09-11,73.9886,77.83,77.18,752559.0,76.5593,77.8185,79.0777,77.9149,36.8421,46.7808,47.5799,304677219.5058,-11127941.0,28.5714,7.1429
2014-09-12,73.7885,77.58,76.88,567010.0,76.609,77.836,79.063,77.8687,36.3534,41.03,46.1155,305001225.2201,-11694951.0,21.4286,100.0
2014-09-15,73.9791,77.86,77.41,469026.0,76.8831,77.9015,78.9199,77.846,45.0348,39.4101,47.7644,304990802.4201,-11225925.0,14.2857,92.8571
2014-09-16,73.7123,77.5,76.66,625904.0,76.8947,77.905,78.9153,77.7987,52.1112,44.4998,45.6579,305393169.2772,-11851829.0,7.1429,100.0
2014-09-17,72.9213,77.15,76.465,594687.0,76.6573,77.8335,79.0097,77.6769,42.9492,46.6984,40.0232,304893979.4597,-12446516.0,0.0,100.0
2014-09-18,73.7123,77.47,76.83,315529.0,76.6509,77.831,79.0111,77.6458,41.1604,45.4069,47.0593,305091185.0847,-12130987.0,14.2857,92.8571
2014-09-19,70.4912,74.46,73.84,3268601.0,75.5793,77.6315,79.6837,77.2957,23.5391,35.8829,31.0728,303193287.7299,-15399588.0,7.1429,100.0
2014-09-22,71.0058,74.72,74.27,1178225.0,75.035,77.4955,79.956,77.0304,28.3269,31.0088,34.879,303271836.0632,-14221363.0,0.0,92.8571
2014-09-23,70.1958,74.74,73.63,1005256.0,74.3267,77.255,80.1833,76.7094,7.4404,19.7688,31.8935,302320918.2254,-15226619.0,21.4286,100.0
2014-09-24,70.415,73.965,72.8,1091396.0,73.8288,77.009,80.1892,76.4409,14.1426,16.6366,33.5509,303271791.1352,-14135223.0,14.2857,100.0
2014-09-25,68.9569,73.0,72.09,1688507.0,73.0594,76.6675,80.2756,76.0522,11.4368,11.0066,28.5701,302585255.322,-15823730.0,7.1429,100.0
2014-09-26,69.7098,73.17,72.57,417759.0,72.5612,76.431,80.3008,75.7758,24.5097,16.6964,34.017,302975163.722,-15405971.0,0.0,92.8571
2014-09-29,69.0427,72.735,71.98,930205.0,71.9862,76.157,80.3278,75.4591,22.4059,19.4508,31.7096,303203094.7485,-16336176.0,0.0,100.0
2014-09-30,68.7663,72.3,71.66,1381641.0,71.4736,75.838,80.2024,75.1449,26.2403,24.3853,30.7782,303980267.811,-17717817.0,0.0,100.0
2014-10-01,67.9087,71.85,71.09,1207606.0,70.8129,75.5145,80.2161,74.7749,15.6313,21.4259,28.0267,303312906.6005,-18925423.0,14.2857,100.0
2014-10-02,68.0516,71.54,70.74,1209205.0,70.2749,75.215,80.1551,74.4544,19.1457,20.3391,29.1634,304129119.9755,-17716218.0,7.1429,100.0
2014-10-03,67.7371,71.35,70.71,939608.0,69.7859,74.872,79.9581,74.1331,18.0056,17.5942,28.1116,304275933.7255,-18655826.0,0.0,100.0
2014-10-06,67.9563,71.7,70.95,1396671.0,69.4612,74.525,79.5888,73.8642,27.8598,21.6704,30.0063,304220066.8855,-17259155.0,0.0,92.8571
2014-10-07,67.0986,71.19,70.39,1167563.0,69.0068,74.165,79.3232,73.5352,19.1258,21.6637,27.0067,303110882.0355,-18426718.0,7.1429,100.0
2014-10-08,65.9551,69.38,67.91,3017852.0,68.427,73.7375,79.048,73.1233,24.4688,23.8181,23.6168,305430727.4505,-21444570.0,0.0,100.0
2014-10-09,65.6787,70.05,68.86,1308020.0,67.9129,73.3015,78.6901,72.723,20.7732,21.456,22.8697,304254608.6269,-22752590.0,14.2857,92.8571
2014-10-10,65.5453,69.65,68.74,3258431.0,67.4867,72.869,78.2513,72.3475,27.9683,24.4035,22.4996,301282633.0995,-26011021.0,7.1429,85.7143
2014-10-13,65.0402,69.2008,68.23,1134018.0,67.1253,72.4,77.6747,71.9572,19.99,22.9105,21.1072,300195340.1922,-27145039.0,0.0,78.5714
2014-10-14,65.3833,69.13,68.37,2446220.0,66.9599,71.963,76.9661,71.6384,22.0104,23.3229,24.5239,299294101.2448,-24698819.0,0.0,71.4286
2014-10-15,64.8401,68.11,66.5,1623655.0,66.7186,71.539,76.3594,71.2957,28.8188,23.6064,22.8375,300776568.8535,-26322474.0,7.1429,100.0
2014-10-16,63.3249,66.87,65.49,2951418.0,66.4691,70.994,75.5189,70.8342,33.0558,27.9617,18.9274,301931471.5492,-29273892.0,0.0,100.0
2014-10-17,65.7454,69.21,68.1,1245444.0,66.3566,70.745,75.1334,70.6586,53.5144,38.463,37.3737,302683226.0356,-28028448.0,0.0,92.8571
2014-10-20,62.5911,65.78,64.1,2877339.0,65.7456,70.3035,74.8614,70.1844,49.3609,45.3104,28.3282,305218024.6785,-30905787.0,0.0,100.0
2014-10-21,62.9628,66.185,65.23,1497695.0,65.284,69.924,74.564,69.7926,54.5192,52.4648,30.4637,306355018.2649,-29408092.0,0.0,92.8571
2014-10-22,61.1235,65.23,64.11,1733782.0,64.5249,69.4365,74.3481,69.2543,23.4181,42.4328,26.2892,304714117.4435,-31141874.0,14.2857,85.7143
2014-10-23,63.0485,66.44,65.2,1403385.0,64.2094,69.1265,74.0436,68.9596,26.5492,34.8289,36.151,305483715.6693,-29738489.0,7.1429,78.5714
2014-10-24,62.5911,65.95,65.42,681300.0,63.9825,68.753,73.5235,68.6472,36.2058,28.7244,34.9543,305470860.9523,-30419789.0,0.0,71.4286
2014-10-27,62.3338,65.705,64.63,881085.0,63.7359,68.401,73.0661,68.3389,54.5428,39.0993,34.2671,305868373.7197,-31300874.0,0.0,64.2857
2014-10-28,63.83,67.02,66.42,1040788.0,63.7748,68.142,72.5092,68.2095,73.9803,54.9096,41.4723,306770389.9864,-30260086.0,7.1429,57.1429
2014-10-29,63.0581,66.92,65.98,3066753.0,63.6867,67.8875,72.0883,68.0153,72.9515,67.1582,39.0915,304943388.1992,-33326839.0,0.0,50.0
2014-10-30,63.201,66.665,65.49,2786765.0,63.709,67.633,71.557,67.8538,77.924,74.9519,39.7809,306093669.9226,-30540074.0,0.0,42.8571
2014-10-31,64.9259,68.16,66.99,1900559.0,63.8822,67.4855,71.0888,67.8801,78.0989,76.3248,47.5027,307896764.3585,-28639515.0,28.5714,35.7143
2014-11-03,64.011,67.28,66.84,1870550.0,64.131,67.2785,70.426,67.8125,77.5943,77.8724,44.2609,308832039.3585,-30510065.0,21.4286,28.5714
2014-11-04,63.7728,67.2,66.54,1094405.0,64.3023,67.104,69.9057,67.7275,71.8765,75.8565,43.4297,308997858.2979,-31604470.0,14.2857,21.4286
2014-11-05,64.0587,67.44,66.84,747993.0,64.3728,67.0045,69.6362,67.6791,60.4245,69.9651,44.7701,309197323.0979,-30856477.0,7.1429,14.2857
2014-11-06,64.316,67.765,67.08,675220.0,64.4393,66.933,69.4267,67.6611,58.998,63.7663,46.01,309330395.6526,-30181257.0,0.0,7.1429
2014-11-07,63.7061,66.96,66.41,1429431.0,64.4912,66.8365,69.1818,67.5839,51.9694,57.1306,43.5162,310188054.2526,-31610688.0,64.2857,0.0
2014-11-10,64.1158,67.4,66.84,767528.0,64.5229,66.788,69.0531,67.5549,51.7736,54.247,45.6477,310626641.6812,-30843160.0,57.1429,7.1429
2014-11-11,64.154,67.46,66.9,473909.0,64.6006,66.7235,68.8464,67.5326,54.6125,52.7852,45.8524,310863596.1812,-30369251.0,50.0,0.0
2014-11-12,63.3249,66.84,66.25,948711.0,64.6069,66.644,68.6811,67.4295,48.1889,51.525,42.1354,310558079.0795,-31317962.0,42.8571,14.2857
2014-11-13,63.4964,66.975,66.17,623272.0,64.6178,66.653,68.6882,67.3533,38.673,47.1581,43.162,310647117.9366,-30694690.0,35.7143,7.1429
2014-11-14,63.7347,66.97,66.2,393470.0,64.811,66.5475,68.284,67.3082,34.633,40.4983,44.6313,310948607.9366,-30301220.0,28.5714,0.0
2014-11-17,64.3446,67.645,66.975,1107758.0,64.9016,66.6395,68.3774,67.3284,60.741,44.6823,48.3149,311643023.3993,-29193462.0,21.4286,14.2857
2014-11-18,65.3738,68.94,67.99,1459592.0,64.8529,66.766,68.6791,67.4495,78.0966,57.8235,53.8896,312057854.8098,-27733870.0,100.0,7.1429
2014-11-19,65.4881,69.17,68.45,857104.0,65.3113,66.995,68.6787,67.5705,88.0837,75.6404,54.4772,311843578.8098,-26876766.0,100.0,0.0
2014-11-20,65.3928,68.79,68.0752,551232.0,65.3395,67.118,68.8965,67.6705,84.7357,83.6387,53.8613,312132613.1601,-27427998.0,92.8571,64.2857
2014-11-21,66.098,69.78,69.25,728867.0,65.3996,67.302,69.2044,67.8314,83.8361,85.5518,57.6747,311706294.7262,-26699131.0,100.0,57.1429
2014-11-24,67.051,70.62,70.07,1035669.0,65.4215,67.5495,69.6775,68.0722,85.5408,84.7042,62.2191,311762785.7625,-25663462.0,100.0,50.0
2014-11-25,67.4703,71.05,70.73,900409.0,65.2046,67.7405,70.2764,68.332,88.9123,86.0964,64.0482,311256305.7,-24763053.0,100.0,42.8571
2014-11-26,67.7753,71.29,70.9,1054800.0,65.1637,67.988,70.8123,68.5975,92.1407,88.8646,65.3616,311391536.4693,-23708253.0,100.0,35.7143
2014-11-28,67.0129,70.88,70.19,432690.0,65.2987,68.188,71.0773,68.7616,79.5863,86.8798,59.5085,311121889.078,-24140943.0,92.8571,28.5714
2014-12-01,67.518,71.28,70.81,805736.0,65.211,68.324,71.437,68.9605,70.3658,80.6976,61.9402,310453299.6312,-23335207.0,85.7143,21.4286
2014-12-02,67.0415,71.03,70.21,1011581.0,65.298,68.483,71.668,69.0928,43.6436,64.5319,58.3784,309787136.5336,-24346788.0,78.5714,14.2857
2014-12-03,66.422,69.99,69.44,1086382.0,65.4796,68.622,71.7644,69.1506,30.8446,48.2847,54.0288,309727879.3336,-25433170.0,71.4286,7.1429
2014-12-04,65.917,69.79,68.99,899216.0,65.6368,68.7195,71.8022,69.1525,12.1533,28.8805,50.711,309233310.5336,-26332386.0,64.2857,0.0
2014-12-05,66.4697,70.06,69.25,877333.0,65.7727,68.8325,71.8923,69.2094,18.3674,20.4551,54.0373,309439104.6941,-25455053.0,57.1429,0.0
2014-12-08,66.5173,70.58,69.69,1155372.0,66.0344,68.98,71.9256,69.2656,26.918,19.1462,54.3235,308569330.2671,-24299681.0,50.0,0.0
2014-12-09,66.6031,70.25,69.42,990597.0,66.2476,69.1105,71.9734,69.3251,43.1658,29.4837,54.8682,308700614.2069,-23309084.0,42.8571,0.0
2014-12-10,65.5072,69.82,68.6799,807720.0,66.4316,69.1815,71.9314,69.2694,33.1575,34.4138,47.1335,307978051.6001,-24116804.0,35.7143,7.1429
2014-12-11,66.9176,70.89,69.78,1158427.0,66.8914,69.37,71.8486,69.3599,43.1505,39.8246,55.7742,307738017.1767,-22958377.0,28.5714,0.0
2014-12-12,65.2785,70.22,68.48,1693008.0,67.2821,69.4635,71.6449,69.278,24.5592,33.6224,46.3026,306083928.9008,-24651385.0,21.4286,100.0
2014-12-15,64.0396,69.18,67.0301,1234570.0,67.3707,69.4795,71.5883,69.0801,24.9721,30.8939,40.6796,305044487.4584,-25885955.0,14.2857,100.0
2014-12-16,64.3636,68.5,66.58,856055.0,67.3754,69.4805,71.5856,68.9334,9.1684,19.5666,42.6415,305044487.4584,-25029900.0,7.1429,100.0
2014-12-17,65.1832,68.97,67.68,862032.0,67.3469,69.4705,71.5941,68.8826,22.9676,19.036,47.3819,305144723.7375,-24167868.0,0.0,92.8571
2014-12-18,67.0891,70.42,69.13,884484.0,67.4234,69.5545,71.6856,69.0271,54.6601,28.9321,56.4052,306001781.877,-23283384.0,7.1429,85.7143
2014-12-19,67.1272,70.84,69.84,3072964.0,67.5264,69.6455,71.7646,69.1617,77.439,51.6889,56.5657,306616374.677,-20210420.0,0.0,78.5714
