,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowD,SlowK,RSI,Chaikin A/D,OBV,Aroon Up,Aroon Down
2013-08-23,436.4523,878.0,869.75,2152000.0,852.5247,882.2239,911.9231,879.2115,58.0588,69.7262,41.8935,221369900.9601,1213286600.0,7.1429,64.2857
2013-08-26,434.5364,874.9,866.05,2102800.0,850.9395,881.4299,911.9203,877.9904,62.2051,55.3656,39.7807,219428672.0336,1211183800.0,0.0,57.1429
2013-08-27,426.3912,863.73,847.9,3464700.0,846.3654,879.3914,912.4174,875.339,51.617,29.759,32.3188,216948883.5939,1207719100.0,0.0,100.0
2013-08-28,425.5888,855.41,847.77,2657100.0,842.0532,877.4314,912.8096,872.7876,31.6821,9.9216,31.6881,214834332.8086,1205062000.0,0.0,100.0
2013-08-29,429.0394,860.38,848.59,2954000.0,840.6248,874.9919,909.359,871.1345,17.1596,11.7981,37.3494,215307874.7933,1208016000.0,0.0,92.8571
2013-08-30,424.7612,858.04,845.56,3719400.0,838.7836,872.0084,905.2332,868.8265,10.8495,10.8288,33.6283,212387192.101,1204296600.0,7.1429,100.0
2013-09-03,431.5221,866.19,853.95,4091100.0,839.8887,869.7774,899.6661,868.0221,18.8471,33.9144,43.2506,212594421.0225,1208387700.0,0.0,92.8571
2013-09-04,437.1665,873.5,855.17,4078300.0,841.2499,868.5306,895.8113,868.3661,33.7728,56.5752,49.7946,215842376.4726,1212466000.0,0.0,85.7143
2013-09-05,441.1418,879.88,871.61,2580000.0,842.1017,867.9761,893.8505,869.4321,59.5217,88.0754,53.8325,218222715.0458,1215046000.0,100.0,78.5714
2013-09-06,441.1518,883.78,873.74,3120000.0,843.388,867.3221,891.2562,870.3986,79.4835,93.8,53.8426,218732356.48,1218166000.0,100.0,71.4286
2013-09-09,445.4019,889.75,882.42,2466700.0,843.7067,867.2043,890.7019,872.0801,92.1075,94.4471,58.0274,220057576.7529,1220632700.0,100.0,64.2857
2013-09-10,445.7109,892.0,884.0001,2572600.0,843.3378,867.3623,891.3868,873.6601,93.3304,91.744,58.3232,220488460.4814,1223205300.0,100.0,57.1429
2013-09-11,449.4825,896.97,886.08,3217900.0,841.6031,868.1093,894.6155,875.8058,93.5243,94.3818,61.8573,223245394.0903,1226423200.0,100.0,50.0
2013-09-12,447.9147,897.9,890.01,2188800.0,840.6165,869.272,897.9275,877.4494,91.8048,89.2887,59.595,222751041.5427,1224234400.0,100.0,42.8571
2013-09-13,445.9105,895.68,884.84,2648100.0,841.2062,870.7424,900.2786,878.5559,85.6517,73.2845,56.7384,222168654.9745,1221586300.0,92.8571,35.7143
2013-09-16,445.2545,897.0,884.87,2670300.0,842.5779,872.285,901.9921,879.4325,70.8554,49.993,55.7956,220770765.0322,1218916000.0,85.7143,28.5714
2013-09-17,444.4269,888.395,881.0,2516200.0,843.1792,873.308,903.4368,880.0685,52.2294,33.4108,54.5639,221731990.8604,1216399800.0,78.5714,21.4286
2013-09-18,453.0585,903.97,883.0701,3865500.0,842.6287,875.203,907.7773,882.2829,44.9631,51.4856,63.5917,225357051.911,1220265300.0,100.0,14.2857
2013-09-19,450.5859,905.99,895.4,3192600.0,842.6962,876.656,910.6158,883.8169,50.1871,65.6649,59.9189,223967260.9761,1217072700.0,100.0,7.1429
2013-09-20,452.9532,904.13,895.62,8681900.0,842.3091,878.126,913.9429,885.6543,67.4094,85.0778,62.1716,230567953.4556,1225754600.0,92.8571,0.0
2013-09-23,444.6225,901.59,885.2,3551200.0,843.1398,878.9405,914.7412,885.7349,70.2556,60.024,51.2547,227580092.0767,1222203400.0,85.7143,0.0
2013-09-24,444.793,890.1,881.4,2970600.0,844.4879,879.963,915.4381,885.8401,63.1014,44.2023,51.4426,228324449.3181,1225174000.0,78.5714,0.0
2013-09-25,439.9732,886.55,875.6,3294700.0,848.5316,881.317,914.1024,885.0201,40.2416,16.4984,46.0391,226010637.1719,1221879300.0,71.4286,0.0
2013-09-26,440.4446,882.75,875.0,2517200.0,853.5858,882.798,912.0102,884.3677,24.4968,12.7896,46.6296,225552669.1719,1224396500.0,64.2857,0.0
2013-09-27,439.5519,877.52,871.31,2515000.0,857.2496,883.846,910.4424,883.6079,13.4318,11.0075,45.6117,227152387.3684,1221881500.0,57.1429,100.0
2013-09-30,439.3111,880.84,868.31,3441300.0,864.3549,885.2965,906.2381,882.8748,14.881,20.8458,45.3243,227885689.1242,1218440200.0,50.0,100.0
2013-10-01,444.8753,887.67,880.05,3366200.0,869.0812,886.6277,904.1742,883.2681,27.0861,49.405,52.7355,230663466.762,1221806400.0,42.8571,92.8571
2013-10-02,445.3698,889.355,877.82,2987600.0,871.302,887.4455,903.589,883.7178,48.4116,74.9841,53.3408,232943988.4785,1224794000.0,35.7143,85.7143
2013-10-03,439.4014,894.1,872.1,4229700.0,870.7237,887.272,903.8203,882.9913,65.9342,73.4135,45.7286,230248516.0239,1220564300.0,28.5714,78.5714
2013-10-04,437.5256,877.5099,870.0,2713200.0,869.417,886.9105,904.404,881.9779,64.9487,46.4485,43.6216,229233346.6236,1217851100.0,21.4286,71.4286
2013-10-07,434.2104,873.99,864.11,2584600.0,866.0358,885.7948,905.5538,880.4314,45.6503,17.089,40.1046,227501559.9839,1215266500.0,14.2857,100.0
2013-10-08,428.1567,865.98,851.63,3883500.0,859.9011,884.0448,908.1885,877.8827,24.0573,8.6345,34.6161,224722218.8689,1211383000.0,7.1429,100.0
2013-10-09,429.2551,862.65,842.98,5297200.0,855.646,882.0283,908.4106,875.7853,12.5116,11.8114,36.319,226362277.2319,1216680200.0,0.0,100.0
2013-10-10,435.4642,868.83,860.21,4506000.0,854.263,880.7871,907.3112,875.0667,18.2767,34.3843,45.0341,230251446.6054,1221186200.0,0.0,92.8571
2013-10-11,437.345,873.48,865.3,2814900.0,853.4308,879.9332,906.4356,874.7737,36.7208,63.9667,47.3831,232040869.5883,1224001100.0,0.0,85.7143
2013-10-14,439.4114,876.25,865.39,2484700.0,853.0507,879.3507,905.6507,874.9009,62.3707,88.7612,49.9155,234461507.3415,1226485800.0,50.0,78.5714
2013-10-15,442.3706,885.63,874.0,3180600.0,852.9961,879.1457,905.2953,875.578,82.5362,94.8807,53.3762,235662094.9598,1229666400.0,42.8571,71.4286
2013-10-16,450.4049,898.33,884.01,4011100.0,853.6233,878.8811,904.139,877.7162,93.4697,96.7673,61.2126,239504571.9011,1233677500.0,100.0,64.2857
2013-10-17,445.7731,896.9,885.73,8504600.0,854.3063,878.4013,902.4964,878.7712,92.9773,87.284,55.4286,235665700.5314,1225172900.0,92.8571,57.1429
2013-10-18,507.2709,1015.46,974.0,23109600.0,821.5312,883.8163,946.1015,891.4035,91.0883,89.2136,81.0423,254260400.3866,1248282500.0,100.0,50.0
2013-10-21,503.2033,1019.0,999.55,7249300.0,808.4354,889.6563,970.8773,902.0603,87.4551,85.8676,77.8554,249806460.2838,1241033200.0,100.0,42.8571
2013-10-22,505.0591,1013.0,995.791,4412700.0,799.7228,895.6643,991.6059,912.0546,89.2031,92.528,78.2751,251142142.4443,1245445900.0,92.8571,35.7143
2013-10-23,517.3019,1034.75,1000.63,5321000.0,791.1928,903.3733,1015.5539,923.4217,90.3587,92.6805,80.8535,255421399.1852,1250766900.0,100.0,28.5714
2013-10-24,514.3628,1040.57,1024.8,4180000.0,787.3501,910.7423,1034.1346,933.1482,91.3258,88.7688,78.4465,251638989.5467,1246586900.0,100.0,21.4286
2013-10-25,509.1718,1028.82,1010.74,4056900.0,787.3785,917.6828,1047.9872,940.9627,84.7653,72.8467,74.2425,249583613.2192,1242530000.0,92.8571,14.2857
2013-10-28,509.0715,1023.43,1012.98,2315000.0,789.2457,924.6373,1060.029,948.0139,72.0583,54.5595,74.1598,248163598.8652,1240215000.0,85.7143,7.1429
2013-10-29,519.7243,1036.94,1013.5,3206700.0,789.5651,932.0991,1074.6332,956.4164,61.9576,58.4667,77.08,251178772.4147,1243421700.0,78.5714,0.0
2013-10-30,516.8053,1037.51,1026.0,2645500.0,792.0562,939.2206,1086.3851,963.4643,59.6787,66.01,74.5925,250565089.9646,1240776200.0,71.4286,0.0
2013-10-31,516.8856,1041.52,1023.97,3276700.0,797.6437,946.9451,1096.2466,969.8563,65.8911,73.1967,74.6168,249756650.5914,1244052900.0,100.0,0.0
2013-11-01,515.1101,1036.0,1025.1,2564000.0,805.6099,954.6796,1103.7494,975.3024,66.3684,59.8985,72.9575,248105340.4997,1241488900.0,92.8571,0.0
2013-11-04,514.6437,1032.37,1022.03,2275300.0,816.4005,962.6981,1108.9958,980.1412,62.0012,52.9084,72.5014,247625635.0838,1239213600.0,85.7143,0.0
2013-11-05,512.3415,1031.65,1017.42,2360400.0,831.6782,971.0906,1110.5031,984.082,49.9668,37.0934,70.1696,246625409.3635,1236853200.0,78.5714,0.0
2013-11-06,512.9585,1027.0,1015.37,1823900.0,848.9153,979.4351,1109.955,987.7647,40.027,30.0793,70.4439,247116278.4091,1238677100.0,71.4286,0.0
2013-11-07,505.5355,1023.93,1007.64,3355800.0,865.8802,986.4206,1106.9611,989.6871,27.5384,15.4424,62.9434,243888200.6927,1235321300.0,64.2857,0.0
2013-11-08,509.588,1018.5,1008.5,2579000.0,884.6319,993.6226,1102.6134,992.1959,22.2007,21.0804,65.1265,245193174.6927,1237900300.0,57.1429,7.1429
2013-11-11,506.8596,1015.93,1008.0,2222900.0,905.5107,1000.3466,1095.1826,993.9478,17.4305,15.7687,62.4585,244422307.7318,1235677400.0,50.0,0.0
2013-11-12,507.4565,1017.56,1005.0,2433700.0,929.0476,1006.8351,1084.6227,995.6461,20.8421,25.677,62.8174,244616073.6553,1238111100.0,42.8571,0.0
2013-11-13,517.8335,1032.85,1006.5,3155600.0,953.276,1013.5572,1073.8384,999.1531,29.5642,47.2468,68.4618,247680658.2474,1241266700.0,35.7143,92.8571
2013-11-14,519.2178,1039.75,1030.35,2331000.0,1000.875,1020.879,1040.883,1002.589,48.3575,72.1488,69.1349,247769930.5878,1243597700.0,28.5714,85.7143
2013-11-15,518.3802,1038.0,1030.31,2550000.0,1001.7508,1021.9865,1042.2222,1005.5386,69.5558,89.2718,68.1866,247375327.2068,1241047700.0,21.4286,78.5714
2013-11-18,517.3721,1048.74,1029.24,3515800.0,1004.6918,1023.399,1042.1062,1008.0159,79.349,76.6265,66.9955,244692501.3606,1237531900.0,100.0,71.4286
2013-11-19,514.1872,1034.75,1023.05,2260900.0,1007.1769,1024.309,1041.4411,1009.6525,76.0947,62.3858,63.2373,243262530.4204,1235271000.0,92.8571,64.2857
2013-11-20,512.7378,1033.36,1020.36,1925400.0,1007.0196,1023.854,1040.6884,1010.858,58.7643,37.2805,61.5451,241914750.4204,1233345600.0,85.7143,57.1429
2013-11-21,518.636,1038.31,1026.0,2181400.0,1006.874,1024.28,1041.686,1013.0686,44.2722,33.1502,65.5812,242593447.5772,1235527000.0,78.5714,50.0
2013-11-22,517.5426,1036.17,1029.22,2505800.0,1007.9309,1025.1145,1042.2981,1014.8611,34.1221,31.9356,64.2353,242012967.2895,1233021200.0,71.4286,42.8571
2013-11-25,524.5843,1053.19,1035.02,3222700.0,1007.9019,1026.661,1045.4201,1017.8201,40.231,55.6073,68.6917,242660345.11,1236243900.0,100.0,35.7143
2013-11-26,530.8437,1061.5,1042.94,4568000.0,1004.7426,1027.7695,1050.7964,1021.6858,52.6257,70.3341,72.0282,245707319.248,1240811900.0,100.0,28.5714
2013-11-27,533.2009,1068.0,1060.0,2244900.0,1001.6923,1029.404,1057.1157,1025.6309,70.7285,86.2441,73.1871,245207828.998,1243056800.0,100.0,21.4286
2013-11-29,531.4355,1066.62,1059.45,2383200.0,1000.1709,1030.8545,1061.5381,1028.8651,80.9883,86.3866,70.8206,242917696.7804,1240673600.0,92.8571,14.2857
2013-12-02,528.8726,1066.35,1050.76,2743600.0,999.936,1032.2265,1064.517,1031.3047,82.6187,75.2254,67.4127,241483422.2454,1237930000.0,85.7143,7.1429
2013-12-03,528.2607,1063.44,1049.02,3348800.0,1000.1728,1033.584,1066.9952,1033.3956,73.704,59.5001,66.5889,240103958.1678,1234581200.0,78.5714,0.0
2013-12-04,530.7283,1063.98,1050.0,2380800.0,1000.8518,1035.417,1069.9822,1035.7561,61.4027,49.4827,68.2728,240509273.1892,1236962000.0,71.4286,0.0
2013-12-05,530.307,1059.66,1051.09,2265100.0,1001.8362,1037.1465,1072.4568,1037.8117,51.5182,45.5717,67.646,241547994.6595,1234696900.0,64.2857,28.5714
2013-12-06,536.5914,1070.0,1060.08,2854700.0,1004.8567,1040.2425,1075.6283,1040.8648,53.342,64.9715,71.8047,244327873.8933,1237551600.0,100.0,21.4286
2013-12-09,540.7392,1082.31,1068.02,2962200.0,1006.1516,1043.348,1080.5444,1044.4149,62.8618,78.0423,74.165,245561260.1775,1240513800.0,100.0,14.2857
2013-12-10,544.0093,1092.31,1075.65,3704000.0,1008.9014,1047.0515,1085.2016,1048.2477,77.5349,89.5911,75.8794,245863627.5244,1244217800.0,100.0,7.1429
2013-12-11,540.3129,1091.32,1075.17,3420100.0,1013.6313,1050.327,1087.0227,1051.0137,81.7616,77.6514,70.2079,243341436.1312,1240797700.0,92.8571,0.0
2013-12-12,536.6365,1082.94,1069.0,3189800.0,1015.5159,1052.2015,1088.8871,1052.8181,75.3181,58.7117,65.004,240590977.3077,1237607900.0,85.7143,0.0
2013-12-13,532.0373,1076.29,1057.88,4320400.0,1017.4733,1053.4795,1089.4857,1053.5773,56.8619,34.2227,59.102,237636396.3191,1233287500.0,78.5714,0.0
2013-12-16,538.1512,1074.69,1062.01,3200700.0,1019.7069,1055.4505,1091.1941,1055.4252,40.1963,27.6546,63.8064,239973816.0352,1236488200.0,71.4286,0.0
2013-12-17,536.5864,1080.76,1068.38,3068300.0,1022.8666,1057.366,1091.8654,1056.7999,30.4185,29.3781,61.8455,237639132.1903,1233419900.0,64.2857,0.0
2013-12-18,544.0544,1084.95,1059.04,4416100.0,1027.2106,1060.3435,1093.4764,1059.4618,38.8935,59.6479,67.0499,241987056.1964,1237836000.0,57.1429,21.4286
2013-12-19,544.7917,1091.99,1079.08,3328000.0,1033.5131,1063.539,1093.5649,1062.0102,53.9165,72.7236,67.5209,242340221.1848,1241164000.0,50.0,14.2857
2013-12-20,552.014,1101.17,1088.0,6516600.0,1035.9055,1066.8665,1097.8275,1065.6874,75.3505,93.6799,71.777,248312534.1689,1247680600.0,100.0,7.1429
2013-12-23,559.2764,1115.8,1105.12,3439700.0,1037.7108,1071.027,1104.3432,1070.3933,86.6395,93.5151,75.2843,251301337.1651,1251120300.0,100.0,0.0
2013-12-24,557.6414,1115.24,1108.1,1466900.0,1038.6337,1074.3225,1110.0113,1074.3406,94.6744,96.8282,73.0823,251371189.5461,1249653400.0,92.8571,0.0
2013-12-26,560.4601,1119.0,1108.69,2672900.0,1037.7737,1077.275,1116.7763,1078.4472,95.4402,95.9774,74.4687,253245589.8371,1252326300.0,100.0,0.0
2013-12-27,560.9315,1120.28,1112.94,3136200.0,1037.2855,1080.0395,1122.7935,1082.2523,95.7509,94.4472,74.7034,254775235.0687,1255462500.0,100.0,35.7143
2013-12-30,556.4477,1120.5,1109.02,2469700.0,1039.03,1082.533,1126.036,1084.8435,87.7567,72.8456,68.2755,252494850.0513,1252992800.0,100.0,28.5714
2013-12-31,562.0901,1121.0,1106.26,2713000.0,1041.3164,1085.8445,1130.3726,1088.2593,80.2561,73.4757,71.5885,255101096.9983,1255705800.0,100.0,21.4286
2014-01-02,558.2834,1117.75,1108.26,3639100.0,1045.4398,1088.8375,1132.2352,1090.627,67.9728,57.597,66.5397,255189294.364,1252066700.0,92.8571,14.2857
2014-01-03,554.2108,1116.93,1104.93,3330000.0,1049.6369,1091.1785,1132.7201,1091.9959,59.8029,48.3361,61.5394,251898144.364,1248736700.0,85.7143,7.1429
2014-01-06,560.3899,1118.86,1106.44,3535000.0,1054.21,1094.1775,1134.145,1094.4077,49.0972,41.3586,65.7455,254556509.9034,1252271700.0,78.5714,0.0
2014-01-07,571.1932,1139.69,1121.16,5100000.0,1054.8376,1097.627,1140.4164,1098.6412,49.3591,58.3827,71.5944,259199629.1695,1257371700.0,100.0,14.2857
2014-01-08,572.3819,1147.32,1133.29,4480500.0,1055.0057,1100.7815,1146.5573,1102.6973,62.1744,86.7819,72.1577,259790429.2408,1261852200.0,100.0,7.1429
2014-01-09,566.8699,1144.22,1125.56,4164800.0,1056.1965,1103.0605,1149.9245,1105.3204,75.383,80.9844,65.6556,257714725.0607,1257687400.0,92.8571,0.0
2014-01-10,566.8398,1139.08,1122.25,4282700.0,1058.9875,1105.705,1152.4225,1107.688,78.5236,67.8044,65.6208,257467890.8955,1253404700.0,85.7143,0.0
2014-01-13,563.2286,1146.91,1117.17,4832900.0,1064.1004,1108.356,1152.6116,1109.1444,64.8241,45.6834,61.418,254523299.5035,1248571800.0,78.5714,0.0
2014-01-14,576.4795,1151.0,1128.09,4960200.0,1070.781,1112.7865,1154.792,1112.9783,57.0085,57.5377,69.2107,258790673.6632,1253532000.0,100.0,50.0
2014-01-15,576.0883,1155.0,1143.79,3896400.0,1075.9835,1116.5685,1157.1535,1116.3727,56.371,65.892,68.7691,258251920.764,1249635600.0,100.0,42.8571
2014-01-16,579.9001,1157.93,1148.0,3364400.0,1082.7988,1120.8865,1158.9742,1120.1677,71.611,91.4034,70.7289,260457584.8124,1253000000.0,100.0,35.7143
2014-01-17,577.0463,1160.63,1144.2,5397100.0,1087.8164,1124.1755,1160.5346,1123.0593,80.8429,85.2333,67.3227,259219175.3784,1247602900.0,100.0,28.5714
2014-01-21,583.6517,1164.0,1151.3,3955800.0,1092.185,1128.0495,1163.914,1126.9299,89.0711,90.5765,70.8249,262988087.1894,1251558700.0,100.0,21.4286
2014-01-22,584.3137,1167.89,1158.86,3139600.0,1094.2874,1131.2695,1168.2516,1130.5575,87.9384,88.0054,71.1585,264131972.4607,1254698300.0,100.0,14.2857
2014-01-23,581.8461,1162.49,1154.37,3894300.0,1095.2915,1133.5195,1171.7475,1133.3711,87.7909,84.7909,68.0354,265733815.0716,1250804000.0,92.8571,7.1429
2014-01-24,563.6549,1153.54,1123.0,7777200.0,1096.9072,1134.119,1171.3308,1132.4624,75.0496,52.3524,50.455,258379344.3447,1243026800.0,85.7143,0.0
2014-01-27,552.32,1126.5,1082.27,8698400.0,1094.0275,1133.3075,1172.5875,1129.4879,55.8378,30.3701,42.9991,257138401.4552,1234328400.0,78.5714,100.0
2014-01-28,563.2437,1125.75,1109.94,4415900.0,1094.5577,1133.538,1172.5183,1128.8709,35.527,23.8586,50.5786,260023679.5703,1238744300.0,71.4286,92.8571
2014-01-29,555.1738,1121.75,1099.42,4755000.0,1094.1026,1133.411,1172.7194,1126.7804,29.2378,33.4849,45.7398,258462813.0231,1233989300.0,64.2857,85.7143
2014-01-30,569.4528,1152.49,1127.25,10172600.0,1095.2667,1134.145,1173.0233,1127.6003,36.0971,50.9479,54.1063,254851620.6301,1244161900.0,57.1429,78.5714
2014-01-31,592.3134,1186.54,1151.13,11121400.0,1094.9278,1137.5375,1180.1472,1132.6832,50.3576,66.6399,63.7447,262474223.793,1255283300.0,100.0,71.4286
2014-02-03,568.4698,1181.72,1132.0,9129000.0,1098.9697,1138.959,1178.9483,1132.7543,62.3326,69.4099,51.5777,253870343.262,1246154300.0,92.8571,64.2857
2014-02-04,570.8421,1155.0,1137.01,5618100.0,1101.2547,1140.001,1178.7473,1133.2691,65.1459,59.3879,52.5482,248970510.6328,1251772400.0,85.7143,57.1429
2014-02-05,573.3699,1150.77,1128.02,4784200.0,1101.4511,1140.218,1178.9849,1134.2149,55.2001,36.8024,53.6149,250570851.8196,1256556600.0,78.5714,50.0
2014-02-06,581.7759,1160.16,1147.55,3889300.0,1101.4416,1141.1545,1180.8674,1136.6668,46.0577,41.9829,57.071,254336779.8926,1260445900.0,71.4286,42.8571
2014-02-07,590.5429,1177.9,1160.56,5267100.0,1101.1549,1143.5145,1185.8741,1140.55,45.5408,57.837,60.3863,259324425.9133,1265713000.0,64.2857,35.7143
2014-02-10,588.281,1182.4,1169.02,3886500.0,1101.9078,1145.652,1189.3962,1143.6338,58.7394,76.3983,59.1177,257709407.9761,1261826500.0,57.1429,28.5714
2014-02-11,596.9327,1191.87,1172.21,4097400.0,1102.5132,1149.012,1195.5108,1148.0668,74.9638,90.6562,62.3735,261102371.9639,1265923900.0,100.0,21.4286
2014-02-12,595.1823,1190.0,1181.38,3445500.0,1101.5599,1150.8765,1200.1931,1151.7452,85.4905,89.417,61.3097,261901791.9175,1262478400.0,92.8571,14.2857
2014-02-13,601.8077,1199.9,1179.66,3669100.0,1099.7239,1153.4405,1207.1571,1156.3314,91.765,95.2218,63.8247,265570891.9175,1266147500.0,100.0,7.1429
2014-02-14,603.2622,1204.39,1192.8,4369000.0,1097.8946,1155.7695,1213.6444,1160.7569,93.0815,94.6056,64.3722,268741149.8985,1270516500.0,100.0,0.0
2014-02-18,607.3147,1212.87,1200.0,4213500.0,1096.2168,1158.787,1221.3572,1165.5306,95.5659,96.8701,65.9199,271651640.5745,1274730000.0,100.0,7.1429
2014-02-19,603.0315,1209.22,1197.5,4202900.0,1095.3383,1160.719,1226.0997,1169.0362,92.5923,86.301,62.814,270920077.7759,1270527100.0,92.8571,0.0
2014-02-20,603.9192,1206.88,1200.22,3398100.0,1094.6131,1162.6735,1230.7339,1172.3766,87.3927,79.0069,63.201,271491530.0281,1273925200.0,85.7143,0.0
2014-02-21,603.7587,1209.87,1202.84,3720800.0,1094.5023,1164.858,1235.2137,1175.3683,76.9553,65.5578,63.0732,268776351.6497,1270204400.0,78.5714,21.4286
2014-02-24,608.1322,1220.16,1205.1,3345200.0,1098.6608,1169.292,1239.9232,1178.9056,69.8128,64.8736,65.1418,268723041.6896,1273549600.0,100.0,14.2857
2014-02-25,611.8888,1224.5,1210.42,2874500.0,1108.6312,1175.2305,1241.8298,1182.8194,66.1807,68.1106,66.8591,269760148.2237,1276424100.0,100.0,7.1429
2014-02-26,611.9741,1228.88,1213.76,3960400.0,1115.2843,1180.0885,1244.8927,1186.3766,68.6817,73.0609,66.8989,269157706.4247,1280384500.0,100.0,0.0
2014-02-27,611.4926,1224.24,1217.01,2517400.0,1128.1802,1185.703,1243.2258,1189.5036,71.0357,71.9358,66.4132,268172334.0873,1277867100.0,92.8571,0.0
2014-02-28,609.7071,1224.19,1206.22,4622500.0,1135.7018,1189.716,1243.7302,1191.9937,67.981,58.9463,64.5416,268401272.5959,1273244600.0,85.7143,0.0
2014-03-03,603.207,1207.84,1192.14,4205300.0,1136.6616,1190.802,1244.9424,1193.0124,58.7324,45.315,58.1202,269847681.5131,1269039300.0,78.5714,0.0
2014-03-04,609.336,1216.0,1209.5,2932400.0,1146.6813,1194.876,1243.0707,1195.0979,49.7601,45.0188,61.963,271796599.6669,1271971700.0,71.4286,0.0
2014-03-05,611.0161,1223.08,1211.41,2468100.0,1157.3529,1198.881,1240.4091,1197.3038,49.2293,57.354,62.9662,272225926.4021,1274439800.0,64.2857,7.1429
2014-03-06,611.6932,1226.14,1218.6,2533600.0,1169.0553,1202.7015,1236.3477,1199.4282,59.0288,74.7136,63.3853,270371089.2669,1276973400.0,57.1429,0.0
2014-03-07,609.2758,1226.99,1211.44,3027100.0,1177.7688,1205.443,1233.1172,1200.8912,69.2623,75.7192,60.7422,268648270.2958,1273946300.0,50.0,71.4286
2014-03-10,607.6608,1217.64,1204.09,2426700.0,1182.5551,1207.1495,1231.7439,1201.9083,69.9721,59.4836,58.9731,268900790.3696,1271519600.0,42.8571,64.2857
2014-03-11,601.8529,1214.32,1196.64,3422500.0,1189.1732,1208.5025,1227.8318,1201.7256,57.1448,36.2315,52.9952,266775278.4918,1268097100.0,35.7143,57.1429
2014-03-12,605.5192,1207.85,1184.19,3924600.0,1191.9276,1209.3585,1226.7894,1202.2565,42.7602,32.5657,56.0255,270517416.108,1272021700.0,28.5714,100.0
2014-03-13,596.3709,1210.5,1184.76,4686500.0,1192.6421,1209.477,1226.3119,1200.9997,31.4226,25.4706,47.7529,267396724.1888,1267335200.0,21.4286,92.8571
2014-03-14,588.2158,1190.87,1172.53,4583200.0,1185.1706,1208.122,1231.0734,1198.314,26.6757,21.9908,41.8242,262948471.1899,1262752000.0,14.2857,100.0
2014-03-17,597.8956,1197.07,1178.11,4319800.0,1183.6852,1207.587,1231.4888,1197.7222,22.3545,19.6021,49.7923,265003565.9156,1267071800.0,7.1429,92.8571
2014-03-18,607.5053,1211.53,1193.06,3626300.0,1183.6931,1207.606,1231.5189,1199.0115,30.1683,48.9119,56.2052,268523845.2335,1270698100.0,0.0,85.7143
2014-03-19,601.4817,1211.99,1194.41,3222500.0,1183.3652,1207.4515,1231.5378,1199.0342,46.5993,71.2837,51.7438,267075736.5873,1267475600.0,42.8571,78.5714
2014-03-20,600.4335,1209.61,1195.36,3366000.0,1182.6374,1207.104,1231.5706,1198.8557,65.5585,76.4798,50.9853,264560094.482,1264109600.0,35.7143,71.4286
2014-03-21,593.3516,1209.63,1182.45,6410500.0,1179.4596,1206.0665,1232.6734,1197.3495,65.3304,48.2277,46.0719,258427901.6932,1257699100.0,28.5714,64.2857
2014-03-24,580.7577,1184.9,1145.95,6068100.0,1169.6736,1203.3375,1237.0014,1193.5952,52.1369,31.7032,38.8937,256092578.9974,1251631000.0,21.4286,100.0
2014-03-25,581.154,1169.84,1147.0,4815500.0,1162.3483,1200.2735,1238.1987,1190.2738,32.4246,17.3429,39.2146,256219080.7487,1256446500.0,14.2857,92.8571
2014-03-26,567.7376,1171.57,1131.5,5154800.0,1148.8058,1195.8635,1242.9212,1184.721,20.5797,12.6929,32.9123,251185206.9279,1251291700.0,7.1429,100.0
2014-03-27,558.8652,1131.94,1102.1,7636700.0,1132.9413,1190.617,1248.2927,1178.0124,13.4859,10.4218,29.5322,249782756.6598,1243655000.0,0.0,100.0
2014-03-28,561.8093,1133.19,1117.77,4513200.0,1121.7867,1185.842,1249.8973,1172.5017,11.4525,11.2427,32.0268,246662736.4264,1248168200.0,0.0,92.8571
2014-03-31,558.9805,1135.0,1112.85,3880700.0,1110.82,1181.433,1252.046,1166.9786,12.8871,16.9968,30.8951,243363703.4241,1244287500.0,0.0,85.7143
2014-04-01,569.2021,1137.5,1118.0,2181000.0,1105.7991,1177.432,1249.0649,1163.9226,19.0647,28.9545,39.2489,244960866.501,1246468500.0,35.7143,78.5714
2014-04-02,569.3074,1144.8,1124.0,4168000.0,1101.9499,1173.274,1244.5981,1161.1776,31.1335,47.4491,39.3303,245241404.9626,1250636500.0,28.5714,71.4286
2014-04-03,571.5,588.3,566.01,4018300.0,870.8988,1140.8685,1410.8382,1105.0178,39.4048,41.8107,8.0728,243202509.8078,1246618200.0,21.4286,100.0
2014-04-04,545.25,579.7173,544.494,5363700.0,735.5579,1107.3915,1479.2251,1051.7066,38.4597,26.1193,7.7634,238069052.6981,1241254500.0,14.2857,100.0
2014-04-07,540.63,549.85,530.53,3961600.0,631.3157,1073.8445,1516.3733,1003.0326,22.9454,0.9062,7.7074,238249498.2468,1237292900.0,7.1429,100.0
2014-04-08,557.51,559.88,544.7,3482500.0,549.9465,1041.7205,1533.4945,960.6019,9.6932,2.0541,10.2546,240644577.2982,1240775400.0,0.0,92.8571
2014-04-09,567.04,567.8,555.38,3031600.0,483.0926,1009.7075,1536.3224,923.1198,8.6796,23.0784,11.7358,243305160.2289,1243807000.0,7.1429,85.7143
2014-04-10,546.69,568.21,545.5,3294500.0,421.1355,977.589,1534.0425,887.2694,19.5381,33.4817,11.3066,240355922.6684,1240512500.0,0.0,78.5714
